id	role	alias	tag
6848	Stage Design Planner	stage design planner	PERFORMER
1693	Stage Designer	stage designer	PERFORMER
1692	Stage Director	stage director	PERFORMER
1941	Stage Engineer	stage engineer	PERFORMER
7769	Stage Hair	stage hair	PERFORMER
5824	Stage Lighting	stage lighting	PERFORMER
7770	Stage Make-up	stage make-up	PERFORMER
395	Stage Manager	stage manager	PERFORMER
4758	Stage Mechanic	stage mechanic	PERFORMER
6738	Stage Monitor Mixer	stage monitor mixer	PERFORMER
3233	Stage Planner	stage planner	PERFORMER
4757	Stage Producer	stage producer	PERFORMER
3611	Stage Production	stage production	PERFORMER
3612	Stage Production Assistant	stage production assistant	PERFORMER
1694	Stage Production Desk	stage production desk	PERFORMER
4682	Stage Production Director	stage production director	PERFORMER
9641	Stage Production Manager	stage production manager	PERFORMER
9712	Stage Production Producer	stage production producer	PERFORMER
8481	Stage Promoter	stage promoter	PERFORMER
2751	Stage Sound Crew	stage sound crew	PERFORMER
2750	Stage Sound Engineer	stage sound engineer	PERFORMER
3885	Stage Stylist	stage stylist	PERFORMER
9180	Stage Supervisor	stage supervisor	PERFORMER
7827	Stage Technical Manager	stage technical manager	PERFORMER
396	Stage Technician	stage technician	PERFORMER
4354	Stage Video	stage video	PERFORMER
8596	Stage Video Director	stage video director	PERFORMER
8595	Stage Visual Director	stage visual director	PERFORMER
2515	Stagehand	stagehand	PERFORMER
1053	Stand-In	stand-in	PERFORMER
9312	Stand-in Dancer	stand-in dancer	PERFORMER
8274	Standing Bell	standing bell	PERFORMER
943	Starring	starring	PERFORMER
1020	Steel Guitar	steel guitar	PERFORMER
2708	Steel-string Acoustic Guitar	steel-string acoustic guitar	PERFORMER
1095	Steelpan	steelpan	PERFORMER
7575	Steelpan Programmer	steelpan programmer	PERFORMER
6131	Steelpan Tuner	steelpan tuner	PERFORMER
6482	Steinway Grand Piano Tuner	steinway grand piano tuner	PERFORMER
2236	Stem Mastering Engineer	stem mastering engineer	PERFORMER
10319	Step Dancing	step dancing	PERFORMER
2424	Step Sequence Treatments	step sequence treatments	PERFORMER
2422	Step Sequence Writer	step sequence writer	PERFORMER
4058	Stereo Enhancement	stereo enhancement	PERFORMER
9607	Stereo Mastering Engineer	stereo mastering engineer	PERFORMER
9606	Stereo Mixing Engineer	stereo mixing engineer	PERFORMER
7594	Stereo Mixing Studio	stereo mixing studio	PERFORMER
5757	Stereo Recording Engineer	stereo recording engineer	PERFORMER
2801	Stick	stick	PERFORMER
5124	Stick Sampler	stick sampler	PERFORMER
3358	Sticker Designer	sticker designer	PERFORMER
3966	Sticker Illustrator	sticker illustrator	PERFORMER
9700	Still Coordinator	still coordinator	PERFORMER
4066	Still Life Photographer	still life photographer	PERFORMER
1141	Still Photographer	still photographer	PERFORMER
9075	Stock Footage	stock footage	PERFORMER
2752	Stock Photo	stock photo	PERFORMER
1647	Stomping	stomping	PERFORMER
6593	Stone	stone	PERFORMER
7310	Stop Motion	stop motion	PERFORMER
3094	Storage	storage	PERFORMER
1538	Story	story	PERFORMER
4321	Story Advisor	story advisor	PERFORMER
3129	Story Arrangement	story arrangement	PERFORMER
2659	Story Concept	story concept	PERFORMER
3639	Story Planner	story planner	PERFORMER
3641	Story Producer	story producer	PERFORMER
5484	Story Staff	story staff	PERFORMER
1635	Storyboard	storyboard	PERFORMER
8727	Storyboard Artist	storyboard artist	PERFORMER
4662	Storyboard Composer	storyboard composer	COMPOSER
8627	Storyboard Director	storyboard director	PERFORMER
8048	Storyboard Planner	storyboard planner	PERFORMER
9743	Strategic Marketing	strategic marketing	PERFORMER
4519	Strategic Marketing Planner	strategic marketing planner	PERFORMER
6143	Straw Pipe	straw pipe	PERFORMER
9139	Streaming Director	streaming director	PERFORMER
7672	Streaming Mix	streaming mix	PERFORMER
7673	Streaming Technician	streaming technician	PERFORMER
3492	String Designer	string designer	PERFORMER
6140	String Ensemble Contractor	string ensemble contractor	PERFORMER
2109	String Musician Coordinator	string musician coordinator	PERFORMER
4728	String Overdubs	string overdubs	PERFORMER
1181	String Quartet	string quartet	PERFORMER
8403	String Quartet Arranger	string quartet arranger	ARRANGER
9113	String Quartet Leader	string quartet leader	PERFORMER
4561	String Quartet Recording Director	string quartet recording director	PERFORMER
1621	String Quartet Recording Engineer	string quartet recording engineer	PERFORMER
5881	String Quintet	string quintet	PERFORMER
9373	String Quintet Conductor	string quintet conductor	CONDUCTOR
8008	String Trio	string trio	PERFORMER
7508	Stringraphy	stringraphy	PERFORMER
51	Strings	strings	PERFORMER
10281	Strings Administrator	strings administrator	PERFORMER
7905	Strings Advisor	strings advisor	PERFORMER
1179	Strings Arrangement Support	strings arrangement support	PERFORMER
105	Strings Arranger	strings arranger	ARRANGER
8388	Strings Assistance	strings assistance	PERFORMER
3736	Strings Assistant Engineer	strings assistant engineer	PERFORMER
1358	Strings Co-arranger	strings co-arranger	ARRANGER
10504	Strings Composer	strings composer	COMPOSER
1160	Strings Conductor	strings conductor	CONDUCTOR
2676	Strings Contractor	strings contractor	PERFORMER
1414	Strings Coordinator	strings coordinator	PERFORMER
8134	Strings Copyist	strings copyist	PERFORMER
2245	Strings Director	strings director	PERFORMER
9443	Strings Editor	strings editor	PERFORMER
2851	Strings Leader	strings leader	PERFORMER
8067	Strings Manager	strings manager	PERFORMER
9000	Strings Mixing Engineer	strings mixing engineer	PERFORMER
9258	Strings Mixing Studio	strings mixing studio	PERFORMER
5031	Strings Orchestrator	strings orchestrator	PERFORMER
2079	Strings Producer	strings producer	PERFORMER
733	Strings Programmer	strings programmer	PERFORMER
2909	Strings Programming Assistant	strings programming assistant	PERFORMER
7053	Strings Recording Assistant	strings recording assistant	PERFORMER
4560	Strings Recording Coordinator	strings recording coordinator	PERFORMER
5892	Strings Recording Director	strings recording director	PERFORMER
1155	Strings Recording Engineer	strings recording engineer	PERFORMER
8819	Strings Recording Manager	strings recording manager	PERFORMER
1156	Strings Recording Studio	strings recording studio	PERFORMER
9240	Strings Recording Supervisor	strings recording supervisor	PERFORMER
7687	Strings Sampler	strings sampler	PERFORMER
3672	Strings Score Support	strings score support	PERFORMER
1211	Strings Scoring	strings scoring	PERFORMER
4801	Strings Session Coordinator	strings session coordinator	PERFORMER
8212	Strings Session Leader	strings session leader	PERFORMER
7055	Strings Supervisor	strings supervisor	PERFORMER
7644	Strings Support	strings support	PERFORMER
6478	Strings Synthesizer	strings synthesizer	PERFORMER
9444	Strings Treatment	strings treatment	PERFORMER
1475	Stroh Violin	stroh violin	PERFORMER
3045	Structure	structure	PERFORMER
139	Studio	studio	PERFORMER
6643	Studio Administrator	studio administrator	PERFORMER
5781	Studio Assistant	studio assistant	PERFORMER
8985	Studio Booking Agent	studio booking agent	PERFORMER
8899	Studio Booking Assistant	studio booking assistant	PERFORMER
6225	Studio Booking Coordinator	studio booking coordinator	PERFORMER
1732	Studio Booking Manager	studio booking manager	PERFORMER
5659	Studio Consultant	studio consultant	PERFORMER
9235	Studio Contractor	studio contractor	PERFORMER
5833	Studio Cooperation	studio cooperation	PERFORMER
233	Studio Coordinator	studio coordinator	PERFORMER
9728	Studio Desk	studio desk	PERFORMER
3106	Studio Director	studio director	PERFORMER
346	Studio Engineer	studio engineer	PERFORMER
10498	Studio Executive	studio executive	PERFORMER
6040	Studio Head	studio head	PERFORMER
10285	Studio Maintenance	studio maintenance	PERFORMER
298	Studio Manager	studio manager	PERFORMER
6858	Studio Operations Coordinator	studio operations coordinator	PERFORMER
8195	Studio Producer	studio producer	PERFORMER
6857	Studio Production Coordinator	studio production coordinator	PERFORMER
1878	Studio Rental Manager	studio rental manager	PERFORMER
2188	Studio Set-up Assistant	studio set-up assistant	PERFORMER
6567	Studio Setup	studio setup	PERFORMER
2680	Studio Sound Director	studio sound director	PERFORMER
5427	Studio Sound Engineer	studio sound engineer	PERFORMER
8578	Studio Sound Manager	studio sound manager	PERFORMER
6953	Studio Sound Supervisor	studio sound supervisor	PERFORMER
3108	Studio Staff	studio staff	PERFORMER
9928	Studio Supervisor	studio supervisor	PERFORMER
10046	Studio Technical Director	studio technical director	PERFORMER
3601	Studio Technical Support	studio technical support	PERFORMER
2571	Studio Technician	studio technician	PERFORMER
2511	Stunt Coordinator	stunt coordinator	PERFORMER
5078	Stunt Performer	stunt performer	PERFORMER
5857	Style Coordinator	style coordinator	PERFORMER
5336	Style Designer	style designer	PERFORMER
1756	Style Director	style director	PERFORMER
6174	Style Transfer Algorithms	style transfer algorithms	PERFORMER
7574	Styling Assistance	styling assistance	PERFORMER
2469	Styling Support	styling support	PERFORMER
789	Stylist	stylist	PERFORMER
2196	Stylist Assistant	stylist assistant	PERFORMER
5454	Stylist Coordinator	stylist coordinator	PERFORMER
8457	Stylist Manager	stylist manager	PERFORMER
3064	Stylophone	stylophone	PERFORMER
3088	Sub Animator	sub animator	PERFORMER
3383	Sub Arranger	sub arranger	ARRANGER
4390	Sub Bass	sub bass	PERFORMER
9268	Sub Bass Recorder	sub bass recorder	PERFORMER
7634	Sub Chorus	sub chorus	PERFORMER
3382	Sub Composer	sub composer	COMPOSER
2855	Sub Director	sub director	PERFORMER
2087	Sub Engineer	sub engineer	PERFORMER
3384	Sub Lyricist	sub lyricist	LYRICIST
7113	Sub Manager	sub manager	PERFORMER
3993	Sub Mecha Designer	sub mecha designer	PERFORMER
6079	Sub Mixing Engineer	sub mixing engineer	PERFORMER
3798	Sub Sound	sub sound	PERFORMER
1119	Sub Technical Director	sub technical director	PERFORMER
6111	Subordinate	subordinate	PERFORMER
7703	Suite Music Selection Planning	suite music selection planning	PERFORMER
9028	Suling	suling	PERFORMER
6598	Sumatra Magic Horn	sumatra magic horn	PERFORMER
215	Suona	suona	PERFORMER
5145	Suona Recording Studio	suona recording studio	PERFORMER
2365	Super Advisor	super advisor	PERFORMER
3730	Super Assistant	super assistant	PERFORMER
2341	Super Desk	super desk	PERFORMER
1664	Super Effect	super effect	PERFORMER
4062	Super Executive Producer	super executive producer	PERFORMER
929	Super Producer	super producer	PERFORMER
1312	Super Staff	super staff	PERFORMER
2949	Super Sub	super sub	PERFORMER
5729	Supervising ADR Editor	supervising adr editor	PERFORMER
6875	Supervising Asset Manager	supervising asset manager	PERFORMER
9523	Supervising Bass Technician	supervising bass technician	PERFORMER
8332	Supervising Cinematic Mixing Engineer	supervising cinematic mixing engineer	PERFORMER
8173	Supervising Cinematic Sound Designer	supervising cinematic sound designer	PERFORMER
6876	Supervising Composer	supervising composer	COMPOSER
1834	Supervising Copyist	supervising copyist	PERFORMER
1075	Supervising Dialogue Editor	supervising dialogue editor	PERFORMER
8684	Supervising Director	supervising director	PERFORMER
4450	Supervising Editor	supervising editor	PERFORMER
2200	Supervising Engineer	supervising engineer	PERFORMER
1864	Supervising Foley Artist	supervising foley artist	PERFORMER
10194	Supervising Foley Designer	supervising foley designer	PERFORMER
6286	Supervising Foley Editor	supervising foley editor	PERFORMER
9522	Supervising Guitar Technician	supervising guitar technician	PERFORMER
3682	Supervising Manager	supervising manager	PERFORMER
8158	Supervising Mastering Engineer	supervising mastering engineer	PERFORMER
355	Supervising Mix Engineer	supervising mix engineer	PERFORMER
988	Supervising Music Editor	supervising music editor	PERFORMER
3533	Supervising Music Producer	supervising music producer	PERFORMER
3173	Supervising Orchestrator	supervising orchestrator	PERFORMER
3333	Supervising Producer	supervising producer	PERFORMER
2961	Supervising Production Music Editor	supervising production music editor	PERFORMER
6874	Supervising Re-recording Mixer	supervising re-recording mixer	PERFORMER
2962	Supervising Score Music Editor	supervising score music editor	PERFORMER
10475	Supervising Senior Sound Designer	supervising senior sound designer	PERFORMER
10218	Supervising Sound Assistant	supervising sound assistant	PERFORMER
1802	Supervising Sound Designer	supervising sound designer	PERFORMER
10312	Supervising Sound Director	supervising sound director	PERFORMER
718	Supervising Sound Editor	supervising sound editor	PERFORMER
9964	Supervising Sound Effects Editor	supervising sound effects editor	PERFORMER
5691	Supervising Sound Mixing Engineer	supervising sound mixing engineer	PERFORMER
8687	Supervising Sound Production Director	supervising sound production director	PERFORMER
6861	Supervising Sound Recordist	supervising sound recordist	PERFORMER
9244	Supervising Sound Team	supervising sound team	PERFORMER
7629	Supervising Vocal Conductor	supervising vocal conductor	CONDUCTOR
1014	Supervision Assistance	supervision assistance	PERFORMER
192	Supervisor	supervisor	PERFORMER
6606	Supervisor Advisor	supervisor advisor	PERFORMER
5130	Supplementary Text	supplementary text	PERFORMER
130	Support	support	PERFORMER
2114	Support Assistance	support assistance	PERFORMER
8371	Support Band	support band	PERFORMER
1226	Support Bass	support bass	PERFORMER
2586	Support Director	support director	PERFORMER
1227	Support Drums	support drums	PERFORMER
4936	Support Editor	support editor	PERFORMER
2451	Support Engineer	support engineer	PERFORMER
4189	Support Keyboard	support keyboard	PERFORMER
819	Support Line Staff	support line staff	PERFORMER
5079	Support Musician	support musician	PERFORMER
8031	Support Producer	support producer	PERFORMER
9114	Supporting Engineer	supporting engineer	PERFORMER
5354	Supporting Keyboards	supporting keyboards	PERFORMER
4177	Supporting Performer	supporting performer	PERFORMER
9453	Supporting Synthesizer	supporting synthesizer	PERFORMER
2808	Surbahar	surbahar	PERFORMER
527	Surdo	surdo	PERFORMER
5532	Surf Guitar	surf guitar	PERFORMER
8474	Surround Assistant Mixing Engineer	surround assistant mixing engineer	PERFORMER
8995	Surround Consultant	surround consultant	PERFORMER
5758	Surround Mastering Engineer	surround mastering engineer	PERFORMER
345	Surround Mixing Engineer	surround mixing engineer	PERFORMER
547	Surround Mixing Studio	surround mixing studio	PERFORMER
7739	Surround Mixing Supervisor	surround mixing supervisor	PERFORMER
8978	Surround Programmer	surround programmer	PERFORMER
5970	Surround Sound Engineer	surround sound engineer	PERFORMER
5197	Surveyor	surveyor	PERFORMER
1294	Suspended Cymbal	suspended cymbal	PERFORMER
4162	Sutra	sutra	PERFORMER
2387	Suzu	suzu	PERFORMER
8732	Swahili Language Consultant	swahili language consultant	PERFORMER
4379	Swarmandal	swarmandal	PERFORMER
3403	Swedish Bagpipes	swedish bagpipes	PERFORMER
5737	Swordfight Arranger	swordfight arranger	ARRANGER
2803	Symbol Designer	symbol designer	PERFORMER
7427	Synthesized Banjo	synthesized banjo	PERFORMER
4280	Synthesized Brass	synthesized brass	PERFORMER
9200	Synthesized Celesta	synthesized celesta	PERFORMER
2089	Synthesized Drum	synthesized drum	PERFORMER
4279	Synthesized Electric Bass	synthesized electric bass	PERFORMER
2381	Synthesized Guitar	synthesized guitar	PERFORMER
4408	Synthesized Harp	synthesized harp	PERFORMER
7958	Synthesized Lute	synthesized lute	PERFORMER
6681	Synthesized Orchestra	synthesized orchestra	PERFORMER
9638	Synthesized Orchestra Programmer	synthesized orchestra programmer	PERFORMER
7136	Synthesized Organ	synthesized organ	PERFORMER
4344	Synthesized Percussion	synthesized percussion	PERFORMER
9687	Synthesized Percussion Recording Engineer	synthesized percussion recording engineer	PERFORMER
9688	Synthesized Percussion Recording Studio	synthesized percussion recording studio	PERFORMER
4391	Synthesized Piano	synthesized piano	PERFORMER
7709	Synthesized Saxophone	synthesized saxophone	PERFORMER
5013	Synthesized Shamisen	synthesized shamisen	PERFORMER
5337	Synthesized Strings Editor	synthesized strings editor	PERFORMER
7428	Synthesized Upright Bass	synthesized upright bass	PERFORMER
7346	Synthesized Violin	synthesized violin	PERFORMER
49	Synthesizer	synthesizer	PERFORMER
1173	Synthesizer Arranger	synthesizer arranger	ARRANGER
3754	Synthesizer Assistant	synthesizer assistant	PERFORMER
9299	Synthesizer Coordinator	synthesizer coordinator	PERFORMER
10392	Synthesizer Editor	synthesizer editor	PERFORMER
2504	Synthesizer Effect	synthesizer effect	PERFORMER
1514	Synthesizer Engineer	synthesizer engineer	PERFORMER
671	Synthesizer Manipulator	synthesizer manipulator	PERFORMER
4130	Synthesizer Manipulator Assistance	synthesizer manipulator assistance	PERFORMER
6194	Synthesizer Mixing Engineer	synthesizer mixing engineer	PERFORMER
4665	Synthesizer Operator	synthesizer operator	PERFORMER
10122	Synthesizer Pre-Production	synthesizer pre-production	PERFORMER
9857	Synthesizer Producer	synthesizer producer	PERFORMER
98	Synthesizer Programmer	synthesizer programmer	PERFORMER
6063	Synthesizer Programming Assistant	synthesizer programming assistant	PERFORMER
5232	Synthesizer Recording Engineer	synthesizer recording engineer	PERFORMER
4374	Synthesizer Recording Studio	synthesizer recording studio	PERFORMER
9308	Synthesizer Sound Creator	synthesizer sound creator	PERFORMER
9466	Synthesizer Sound Design Mixing Engineer	synthesizer sound design mixing engineer	PERFORMER
2890	Synthesizer Sound Designer	synthesizer sound designer	PERFORMER
7799	Synthesizer Sound Selection	synthesizer sound selection	PERFORMER
10192	Synthesizer Specialist	synthesizer specialist	PERFORMER
1874	Synthesizer Technician	synthesizer technician	PERFORMER
2214	Synthestration	synthestration	PERFORMER
9494	System Audio Lead	system audio lead	PERFORMER
3213	System Design	system design	PERFORMER
5154	System Engineer	system engineer	PERFORMER
9726	System Manager	system manager	PERFORMER
1697	System Operator	system operator	PERFORMER
8602	System Sound Effects	system sound effects	PERFORMER
6476	System Synthesizer	system synthesizer	PERFORMER
3915	T. O'Connor	t. o'connor	PERFORMER
2981	T'rưng	t'rưng	PERFORMER
1369	Tabla	tabla	PERFORMER
6148	Tabla Recording Studio	tabla recording studio	PERFORMER
6948	Taepyeongso	taepyeongso	PERFORMER
4674	Tagging	tagging	PERFORMER
9788	Tahitian Ukulele	tahitian ukulele	PERFORMER
1091	Taiko	taiko	PERFORMER
9699	Taiko Arranger	taiko arranger	ARRANGER
6995	Taiko Assistance	taiko assistance	PERFORMER
10101	Taiko Consultant	taiko consultant	PERFORMER
10325	Taiko Ensemble	taiko ensemble	PERFORMER
6968	Taiko Kata	taiko kata	PERFORMER
2279	Taiko Leader	taiko leader	PERFORMER
2385	Taishogoto	taishogoto	PERFORMER
8876	Taiwanese Hokkien Lyrics Localization	taiwanese hokkien lyrics localization	PERFORMER
8875	Taiwanese Hokkien Lyrics Supervisor	taiwanese hokkien lyrics supervisor	PERFORMER
2712	Talent Acquisitions Manager	talent acquisitions manager	PERFORMER
6443	Talent and Music Coordinator	talent and music coordinator	PERFORMER
2713	Talent Associate	talent associate	PERFORMER
2714	Talent Coordinator	talent coordinator	PERFORMER
6039	Talent Services Manager	talent services manager	PERFORMER
6529	Talharpa	talharpa	PERFORMER
1238	Talk	talk	PERFORMER
1596	Talk Box	talk box	PERFORMER
1571	Talk Editor	talk editor	PERFORMER
1416	Talk Guest	talk guest	PERFORMER
1617	Talk Recording Engineer	talk recording engineer	PERFORMER
1572	Talk Script Planner	talk script planner	PERFORMER
1626	Talk Session Transcriber	talk session transcriber	PERFORMER
4690	Talking Drum	talking drum	PERFORMER
1751	Talking Modulator	talking modulator	PERFORMER
3311	Tam-tam	tam-tam	PERFORMER
8734	Tambin	tambin	PERFORMER
526	Tamborim	tamborim	PERFORMER
641	Tambourine	tambourine	PERFORMER
7343	Tambourine de Bearn	tambourine de bearn	PERFORMER
1787	Tamburica	tamburica	PERFORMER
9191	Tan-tan	tan-tan	PERFORMER
6802	Tanbur	tanbur	PERFORMER
3421	Tanggu	tanggu	PERFORMER
4235	Tanpura	tanpura	PERFORMER
5356	Tap	tap	PERFORMER
2310	Tap Dancing	tap dancing	PERFORMER
10387	Tape Administrator	tape administrator	PERFORMER
6624	Tape Echo	tape echo	PERFORMER
4658	Tape Editor	tape editor	PERFORMER
8659	Tape Layout	tape layout	PERFORMER
1587	Tape Operator	tape operator	PERFORMER
5507	Tape Recorder	tape recorder	PERFORMER
2435	Tar	tar	PERFORMER
7762	Tarka	tarka	PERFORMER
9740	Tárogató	tárogató	PERFORMER
6780	Tartessian Lyre	tartessian lyre	PERFORMER
8852	Tavern Band	tavern band	PERFORMER
6094	Taxidermist	taxidermist	PERFORMER
9761	Teacher	teacher	PERFORMER
8848	Team Administrator	team administrator	PERFORMER
4770	Team Manager	team manager	PERFORMER
8205	Teburi-kin	teburi-kin	PERFORMER
2776	Technical Advisor	technical advisor	PERFORMER
4813	Technical Artist	technical artist	PERFORMER
2521	Technical Assistance	technical assistance	PERFORMER
10439	Technical Assistant to Composer	technical assistant to composer	COMPOSER
9566	Technical Assistant to Producer	technical assistant to producer	PERFORMER
6502	Technical Co-Director	technical co-director	PERFORMER
9504	Technical Consultant	technical consultant	PERFORMER
6853	Technical Coordinator	technical coordinator	PERFORMER
5005	Technical Crew	technical crew	PERFORMER
6189	Technical Desk	technical desk	PERFORMER
1117	Technical Director	technical director	PERFORMER
955	Technical Engineer	technical engineer	PERFORMER
7149	Technical Equipment	technical equipment	PERFORMER
8000	Technical Guidance	technical guidance	PERFORMER
1128	Technical Manager	technical manager	PERFORMER
9531	Technical Music Advisor	technical music advisor	PERFORMER
9580	Technical Music Assistant	technical music assistant	PERFORMER
10111	Technical Operations Manager	technical operations manager	PERFORMER
7217	Technical Organizer	technical organizer	PERFORMER
9413	Technical Post-Production	technical post-production	PERFORMER
3095	Technical Preparation	technical preparation	PERFORMER
3084	Technical Producer	technical producer	PERFORMER
4677	Technical Production	technical production	PERFORMER
351	Technical Score Advisor	technical score advisor	PERFORMER
1339	Technical Score Assistant	technical score assistant	PERFORMER
5855	Technical Score Coordinator	technical score coordinator	PERFORMER
8209	Technical Score Supervisor	technical score supervisor	PERFORMER
5700	Technical Services Team	technical services team	PERFORMER
9053	Technical Sound	technical sound	PERFORMER
9049	Technical Sound Design Supervisor	technical sound design supervisor	PERFORMER
403	Technical Sound Designer	technical sound designer	PERFORMER
9870	Technical Sound Designer Intern	technical sound designer intern	PERFORMER
6353	Technical Sound Director	technical sound director	PERFORMER
680	Technical Sound Engineer	technical sound engineer	PERFORMER
3092	Technical Sound Implementation	technical sound implementation	PERFORMER
6684	Technical Sound Lead	technical sound lead	PERFORMER
8070	Technical Sound Manager	technical sound manager	PERFORMER
6004	Technical Sound Supervisor	technical sound supervisor	PERFORMER
347	Technical Supervisor	technical supervisor	PERFORMER
348	Technical Support	technical support	PERFORMER
7559	Technical Technician	technical technician	PERFORMER
380	Technician	technician	PERFORMER
6753	Techno Bass	techno bass	PERFORMER
6752	Techno Drums	techno drums	PERFORMER
3240	Technology	technology	PERFORMER
4253	Telecine	telecine	PERFORMER
8405	Telecommunications	telecommunications	PERFORMER
7432	Telenka	telenka	PERFORMER
1113	Teleprompter	teleprompter	PERFORMER
1139	Telop Designer	telop designer	PERFORMER
989	Temp Music Editor	temp music editor	PERFORMER
6521	Template Designer	template designer	PERFORMER
5806	Temporary Music Coordinator	temporary music coordinator	PERFORMER
9500	Temporary Sound Supervisor	temporary sound supervisor	PERFORMER
5192	Tenor Banjo	tenor banjo	PERFORMER
592	Tenor Chorus	tenor chorus	PERFORMER
2439	Tenor Crumhorn	tenor crumhorn	PERFORMER
6432	Tenor Drum	tenor drum	PERFORMER
6212	Tenor Gemshorn	tenor gemshorn	PERFORMER
5024	Tenor Guitar	tenor guitar	PERFORMER
1297	Tenor Horn	tenor horn	PERFORMER
1293	Tenor Recorder	tenor recorder	PERFORMER
5175	Tenor Sackbut	tenor sackbut	PERFORMER
81	Tenor Saxophone	tenor saxophone	PERFORMER
1747	Tenor Soloist	tenor soloist	PERFORMER
2030	Tenor Trombone	tenor trombone	PERFORMER
8004	Tenor Viol	tenor viol	PERFORMER
2907	Tenor Violin	tenor violin	PERFORMER
239	Tenor Vocals	tenor vocals	VOCALIST
8831	Tentative Vocalist	tentative vocalist	VOCALIST
2968	Teratochoir	teratochoir	PERFORMER
4858	Tesla Coil Assistance	tesla coil assistance	PERFORMER
2368	Test Player	test player	PERFORMER
5119	Tester	tester	PERFORMER
1184	Text	text	PERFORMER
9100	Text Assistant	text assistant	PERFORMER
4300	Text Creative Assistance	text creative assistance	PERFORMER
4299	Text Creative Director	text creative director	PERFORMER
5098	Text Design	text design	PERFORMER
3483	Text Editor	text editor	PERFORMER
1561	Text Layout	text layout	PERFORMER
10055	Text Localization	text localization	PERFORMER
9004	Text Reconstruction	text reconstruction	PERFORMER
6766	Text Responsibility	text responsibility	PERFORMER
2744	Text Translation	text translation	PERFORMER
8585	Textile Designer	textile designer	PERFORMER
8952	Textural Chamber Ensemble	textural chamber ensemble	PERFORMER
3343	Textures	textures	PERFORMER
10354	Thai Percussion Ensemble	thai percussion ensemble	PERFORMER
161	Thanks	thanks	PERFORMER
664	Theme Music	theme music	PERFORMER
8710	Theme Music Conductor	theme music conductor	CONDUCTOR
5462	Theme Music Coordinator	theme music coordinator	PERFORMER
8102	Theme Music Orchestrator	theme music orchestrator	PERFORMER
6239	Theme Music Performer	theme music performer	PERFORMER
6117	Theme Music Producer	theme music producer	PERFORMER
7271	Theme Music Production	theme music production	PERFORMER
758	Theme Song	theme song	PERFORMER
6609	Theme Song Arranger	theme song arranger	ARRANGER
208	Theme Song Assistance	theme song assistance	PERFORMER
6677	Theme Song Choreographer	theme song choreographer	PERFORMER
10138	Theme Song Co-producer	theme song co-producer	PERFORMER
5038	Theme Song Composer	theme song composer	COMPOSER
9414	Theme Song Conversion	theme song conversion	PERFORMER
7365	Theme Song Cooperation	theme song cooperation	PERFORMER
3604	Theme Song Coordinator	theme song coordinator	PERFORMER
1829	Theme Song Director	theme song director	PERFORMER
6573	Theme Song Engineer	theme song engineer	PERFORMER
7603	Theme Song Executive Producer	theme song executive producer	PERFORMER
5281	Theme Song Manager	theme song manager	PERFORMER
6504	Theme Song Medley Arranger	theme song medley arranger	ARRANGER
4966	Theme Song Mixing Engineer	theme song mixing engineer	PERFORMER
6906	Theme Song Mixing Studio	theme song mixing studio	PERFORMER
5322	Theme Song Music Director	theme song music director	PERFORMER
10188	Theme Song Music Production	theme song music production	PERFORMER
7169	Theme Song Orchestrator	theme song orchestrator	PERFORMER
9547	Theme Song Performer	theme song performer	PERFORMER
8810	Theme Song Preparation Assistance	theme song preparation assistance	PERFORMER
206	Theme Song Producer	theme song producer	PERFORMER
580	Theme Song Production	theme song production	PERFORMER
7716	Theme Song Production Assistance	theme song production assistance	PERFORMER
5010	Theme Song Production Assistant	theme song production assistant	PERFORMER
614	Theme Song Production Manager	theme song production manager	PERFORMER
8573	Theme Song Recording Director	theme song recording director	PERFORMER
2336	Theme Song Recording Engineer	theme song recording engineer	PERFORMER
7552	Theme Song Recording Studio	theme song recording studio	PERFORMER
1801	Theme Song Remixer	theme song remixer	REMIXER
7942	Theme Song Sound Director	theme song sound director	PERFORMER
7491	Theme Song Sound Producer	theme song sound producer	PERFORMER
5103	Theme Song Vocal	theme song vocal	PERFORMER
9548	Theme Song Writer	theme song writer	PERFORMER
3273	Theme Writer	theme writer	PERFORMER
2392	Theorbo	theorbo	PERFORMER
419	Theremin	theremin	PERFORMER
9178	Theremini	theremini	PERFORMER
9627	Third Assistant	third assistant	PERFORMER
8180	Third Assistant Cameraman	third assistant cameraman	PERFORMER
9544	Third Assistant Sound	third assistant sound	PERFORMER
2298	Third Bass Trombone	third bass trombone	PERFORMER
5918	Third Bassoon	third bassoon	PERFORMER
5246	Third Cello	third cello	PERFORMER
3260	Third Clarinet	third clarinet	PERFORMER
8929	Third Cornet	third cornet	PERFORMER
7889	Third Engineer	third engineer	PERFORMER
1967	Third Flugelhorn	third flugelhorn	PERFORMER
4032	Third Flute	third flute	PERFORMER
2294	Third French Horn	third french horn	PERFORMER
2922	Third Grip	third grip	PERFORMER
3652	Third Horn	third horn	PERFORMER
5500	Third Lead Guitar	third lead guitar	PERFORMER
9628	Third Lighting Assistant	third lighting assistant	PERFORMER
6351	Third Oboe	third oboe	PERFORMER
2299	Third Percussion	third percussion	PERFORMER
8925	Third Solo Tutti Cornet	third solo tutti cornet	PERFORMER
1989	Third Tenor Saxophone	third tenor saxophone	PERFORMER
1962	Third Trombone	third trombone	PERFORMER
1963	Third Trumpet	third trumpet	PERFORMER
