id	role	alias	tag
6386	1-string Guitar	1-string guitar	PERFORMER
486	10 Holes Harmonica	10 holes harmonica	PERFORMER
2675	10-string Guitar	10-string guitar	PERFORMER
2709	12 Steel-string Acoustic Guitar	12 steel-string acoustic guitar	PERFORMER
2172	12-string Acoustic Guitar	12-string acoustic guitar	PERFORMER
9211	12-string Acoustic Sitar	12-string acoustic sitar	PERFORMER
6741	12-string Acoustic-Electric Guitar	12-string acoustic-electric guitar	PERFORMER
10501	12-string Bass Guitar	12-string bass guitar	PERFORMER
2171	12-string Electric Guitar	12-string electric guitar	PERFORMER
9161	12-string Folk Guitar	12-string folk guitar	PERFORMER
2806	12-string Fretless Guitar	12-string fretless guitar	PERFORMER
667	12-string Guitar	12-string guitar	PERFORMER
8918	12-string Gut Guitar	12-string gut guitar	PERFORMER
2532	12-string Noise Guitar	12-string noise guitar	PERFORMER
4360	13-string Koto	13-string koto	PERFORMER
3125	17-string Koto	17-string koto	PERFORMER
8685	19th Century Flute	19th century flute	PERFORMER
3918	19th Century Guitar	19th century guitar	PERFORMER
2797	1st Keyframe	1st keyframe	PERFORMER
3544	20-string Koto	20-string koto	PERFORMER
5262	24-string Koto	24-string koto	PERFORMER
7582	25-string Gayageum	25-string gayageum	PERFORMER
6103	25-string Koto	25-string koto	PERFORMER
4679	2D	2d	PERFORMER
9658	2D Animation Director	2d animation director	PERFORMER
6399	2D Animator	2d animator	PERFORMER
6429	2D Artist	2d artist	PERFORMER
1313	2D Creator	2d creator	PERFORMER
1641	2D Designer	2d designer	PERFORMER
1131	2D Graphics	2d graphics	PERFORMER
5622	2D Media Manager	2d media manager	PERFORMER
8814	2D Motion Designer	2d motion designer	PERFORMER
9618	2D Supervisor	2d supervisor	PERFORMER
6097	2D Video Artist	2d video artist	PERFORMER
1432	2D Works	2d works	PERFORMER
7287	2DCG Works	2dcg works	PERFORMER
1636	2nd Keyframe	2nd keyframe	PERFORMER
5664	2nd Still Photographer	2nd still photographer	PERFORMER
1518	360 Immersive Sound Designer	360 immersive sound designer	PERFORMER
10414	360 Reality Audio Mastering Engineer	360 reality audio mastering engineer	PERFORMER
10415	360 Reality Audio Mixing Engineer	360 reality audio mixing engineer	PERFORMER
2152	3D	3d	PERFORMER
10199	3D Animator	3d animator	PERFORMER
3804	3D Artist	3d artist	PERFORMER
2379	3D Audio Effects	3d audio effects	PERFORMER
8997	3D Background Art	3d background art	PERFORMER
10459	3D Background Designer	3d background designer	PERFORMER
3424	3D CGI	3d cgi	PERFORMER
747	3D Designer	3d designer	PERFORMER
4502	3D Director	3d director	PERFORMER
4503	3D Engineer	3d engineer	PERFORMER
5300	3D Graphic Designer	3d graphic designer	PERFORMER
3319	3D Illustrator	3d illustrator	PERFORMER
4704	3D Layout	3d layout	PERFORMER
5288	3D Model Setup	3d model setup	PERFORMER
1825	3D Modeling	3d modeling	PERFORMER
10005	3D Modeling Assistance	3d modeling assistance	PERFORMER
4877	3D Motion Designer	3d motion designer	PERFORMER
2886	3D Musician	3d musician	PERFORMER
3439	3D Printed 6-string Electric Violin	3d printed 6-string electric violin	PERFORMER
9773	3D Producer	3d producer	PERFORMER
7584	3D Production	3d production	PERFORMER
8256	3D Recording Engineer	3d recording engineer	PERFORMER
6723	3D Sound	3d sound	PERFORMER
4852	3D Sound Advisor	3d sound advisor	PERFORMER
2380	3D Sound Design	3d sound design	PERFORMER
6384	3D Sound Effects	3d sound effects	PERFORMER
8261	3D Sound Effects Operator	3d sound effects operator	PERFORMER
9417	3D Sound Production	3d sound production	PERFORMER
6098	3D Video Artist	3d video artist	PERFORMER
3997	3D Video Production	3d video production	PERFORMER
2644	3D Works	3d works	PERFORMER
1650	3DCG	3dcg	PERFORMER
6398	3DCG Animator	3dcg animator	PERFORMER
5805	3DCG Designer	3dcg designer	PERFORMER
3009	3DCG Director	3dcg director	PERFORMER
6452	3DCG Illustrator	3dcg illustrator	PERFORMER
8574	3DCG Modeling	3dcg modeling	PERFORMER
8575	3DCG Motion Designer	3dcg motion designer	PERFORMER
6629	3DCG Production	3dcg production	PERFORMER
2813	4-string Fretless Electric Bass	4-string fretless electric bass	PERFORMER
2811	4-string Fretted Electric Bass	4-string fretted electric bass	PERFORMER
3039	5-string Banjo	5-string banjo	PERFORMER
4339	5-string Bass Guitar	5-string bass guitar	PERFORMER
5727	5-string Kantele	5-string kantele	PERFORMER
2814	5-string Upright Electric Bass	5-string upright electric bass	PERFORMER
9881	5-string Viola	5-string viola	PERFORMER
2847	5-string Violin	5-string violin	PERFORMER
2809	6 Gut-string Acoustic Guitar	6 gut-string acoustic guitar	PERFORMER
2815	6 Steel-string Acoustic Guitar	6 steel-string acoustic guitar	PERFORMER
2334	6-string Bass	6-string bass	PERFORMER
4259	6-string Electric Bass	6-string electric bass	PERFORMER
3438	6-string Electric Cello	6-string electric cello	PERFORMER
2812	6-string Fretted Electric Bass	6-string fretted electric bass	PERFORMER
3924	6-string Tenor Ukulele	6-string tenor ukulele	PERFORMER
10393	6-string Ukulele	6-string ukulele	PERFORMER
3792	7-string Bass	7-string bass	PERFORMER
7922	7-string Electric Guitar	7-string electric guitar	PERFORMER
5243	7-string Guitar	7-string guitar	PERFORMER
2810	8 Gut-string Acoustic Guitar	8 gut-string acoustic guitar	PERFORMER
2816	8 Gut-string Fretless Acoustic Guitar	8 gut-string fretless acoustic guitar	PERFORMER
2672	8-Bit Arranger	8-bit arranger	ARRANGER
3788	8-Bit Conversion Advisor	8-bit conversion advisor	PERFORMER
3789	8-Bit Conversion Engineer	8-bit conversion engineer	PERFORMER
4318	8-Bit Converter	8-bit converter	PERFORMER
6440	8-Bit Sound Coordinator	8-bit sound coordinator	PERFORMER
7506	8-string Bass	8-string bass	PERFORMER
6508	8-string Guitalele	8-string guitalele	PERFORMER
2704	8-string Guitar	8-string guitar	PERFORMER
4099	8-string Ukulele	8-string ukulele	PERFORMER
4856	A cappella	a cappella	PERFORMER
6695	A cappella Guitar	a cappella guitar	PERFORMER
4860	A Clarinet	a clarinet	PERFORMER
615	A&R	a&r	PERFORMER
3766	A&R Administrator	a&r administrator	PERFORMER
7534	A&R Advisor	a&r advisor	PERFORMER
934	A&R Assistant	a&r assistant	PERFORMER
903	A&R Chief	a&r chief	PERFORMER
3750	A&R Chief Coordinator	a&r chief coordinator	PERFORMER
2559	A&R Chief Director	a&r chief director	PERFORMER
4698	A&R Chief Producer	a&r chief producer	PERFORMER
2560	A&R Chief Promoter	a&r chief promoter	PERFORMER
7207	A&R Coordination Desk	a&r coordination desk	PERFORMER
968	A&R Coordinator	a&r coordinator	PERFORMER
2143	A&R Creative Assistant	a&r creative assistant	PERFORMER
10125	A&R Creative Director	a&r creative director	PERFORMER
7811	A&R Creative Support	a&r creative support	PERFORMER
902	A&R Desk	a&r desk	PERFORMER
1033	A&R Director	a&r director	PERFORMER
6733	A&R Editorial Coordinator	a&r editorial coordinator	PERFORMER
5910	A&R Executive	a&r executive	PERFORMER
2185	A&R Executive Supervisor	a&r executive supervisor	PERFORMER
5573	A&R General Manager	a&r general manager	PERFORMER
4787	A&R General Producer	a&r general producer	PERFORMER
8974	A&R Label Chief	a&r label chief	PERFORMER
6784	A&R Label Manager	a&r label manager	PERFORMER
1465	A&R Manager	a&r manager	PERFORMER
9818	A&R Marketing Planner	a&r marketing planner	PERFORMER
3012	A&R Planner	a&r planner	PERFORMER
765	A&R Producer	a&r producer	PERFORMER
6326	A&R Production Manager	a&r production manager	PERFORMER
6522	A&R Project Leader	a&r project leader	PERFORMER
1422	A&R Promoter	a&r promoter	PERFORMER
6110	A&R Promotion Planner	a&r promotion planner	PERFORMER
8968	A&R Promotion Producer	a&r promotion producer	PERFORMER
1190	A&R Public Relations	a&r public relations	PERFORMER
6783	A&R Sales Promoter	a&r sales promoter	PERFORMER
9897	A&R Sales Promotion Producer	a&r sales promotion producer	PERFORMER
3416	A&R Secretary	a&r secretary	PERFORMER
2175	A&R Supervisor	a&r supervisor	PERFORMER
1134	A&R Support	a&r support	PERFORMER
3314	Abacus	abacus	PERFORMER
5835	Accessibility	accessibility	PERFORMER
5465	Accessibility Director	accessibility director	PERFORMER
3049	Accessory Assistance	accessory assistance	PERFORMER
2986	Accessory Designer	accessory designer	PERFORMER
3050	Accessory Provider	accessory provider	PERFORMER
1391	Accompaniment	accompaniment	PERFORMER
366	Accordion	accordion	PERFORMER
1172	Accordion Arranger	accordion arranger	ARRANGER
7297	Accordion Drone	accordion drone	PERFORMER
9990	Accordion Keyboard Arranger	accordion keyboard arranger	ARRANGER
7275	Accordion Programmer	accordion programmer	PERFORMER
5844	Accordion Recording Engineer	accordion recording engineer	PERFORMER
5845	Accordion Recording Studio	accordion recording studio	PERFORMER
796	Account Executive	account executive	PERFORMER
6919	Account Manager	account manager	PERFORMER
3412	Account Producer	account producer	PERFORMER
1760	Accountant	accountant	PERFORMER
487	Accounting Manager	accounting manager	PERFORMER
4510	Acoustic Arranger	acoustic arranger	ARRANGER
609	Acoustic Bass	acoustic bass	PERFORMER
3178	Acoustic Cello	acoustic cello	PERFORMER
2649	Acoustic Drums	acoustic drums	PERFORMER
5801	Acoustic Drums Recording Engineer	acoustic drums recording engineer	PERFORMER
705	Acoustic Effects	acoustic effects	PERFORMER
9933	Acoustic Engineer	acoustic engineer	PERFORMER
4799	Acoustic Excitation	acoustic excitation	PERFORMER
8560	Acoustic Flute	acoustic flute	PERFORMER
91	Acoustic Guitar	acoustic guitar	PERFORMER
9233	Acoustic Guitar Arranger	acoustic guitar arranger	ARRANGER
5441	Acoustic Guitar Loops	acoustic guitar loops	PERFORMER
8859	Acoustic Guitar Sampler	acoustic guitar sampler	PERFORMER
6687	Acoustic Instruments	acoustic instruments	PERFORMER
9433	Acoustic Instruments Recording Engineer	acoustic instruments recording engineer	PERFORMER
9434	Acoustic Instruments Recording Studio	acoustic instruments recording studio	PERFORMER
488	Acoustic Jazz Bass	acoustic jazz bass	PERFORMER
5628	Acoustic Nylon Guitar	acoustic nylon guitar	PERFORMER
6285	Acoustic Percussion	acoustic percussion	PERFORMER
299	Acoustic Piano	acoustic piano	PERFORMER
5107	Acoustic Production	acoustic production	PERFORMER
8152	Acoustic Rhythm Guitar	acoustic rhythm guitar	PERFORMER
5627	Acoustic Steel Guitar	acoustic steel guitar	PERFORMER
3360	Acoustic Violin	acoustic violin	PERFORMER
7591	Acoustic-Electric Bass	acoustic-electric bass	PERFORMER
93	Acoustic-Electric Guitar	acoustic-electric guitar	PERFORMER
3359	Acoustic-Electric Violin	acoustic-electric violin	PERFORMER
4103	Acoustics	acoustics	PERFORMER
9474	Acquisitions Specialist	acquisitions specialist	PERFORMER
8010	Acrylic Decorator	acrylic decorator	PERFORMER
5482	Acting Instructor	acting instructor	PERFORMER
3982	Acting Managing Director	acting managing director	PERFORMER
4507	Action Cooperation	action cooperation	PERFORMER
4505	Action Coordinator	action coordinator	PERFORMER
4367	Action Director	action director	PERFORMER
8445	Action Music	action music	PERFORMER
4506	Action Quality Manager	action quality manager	PERFORMER
10012	Action Supervisor	action supervisor	PERFORMER
4504	Action Supporter	action supporter	PERFORMER
2512	Actor	actor	PERFORMER
6366	Actor Booking Manager	actor booking manager	PERFORMER
5325	Actor Coordinator	actor coordinator	PERFORMER
5906	Actor Management	actor management	PERFORMER
10011	Actor Support	actor support	PERFORMER
2510	AD Coordinator	ad coordinator	PERFORMER
2741	Adapter	adapter	PERFORMER
7633	Adaptive Sound Programmer	adaptive sound programmer	PERFORMER
6393	Additional A&R	additional a&r	PERFORMER
5894	Additional Accordion	additional accordion	PERFORMER
3667	Additional Acoustic Guitar	additional acoustic guitar	PERFORMER
8386	Additional Acoustic Piano	additional acoustic piano	PERFORMER
9506	Additional African Vocals	additional african vocals	VOCALIST
6755	Additional Album Art	additional album art	PERFORMER
7249	Additional Alto Saxophone	additional alto saxophone	PERFORMER
7460	Additional Ambience	additional ambience	PERFORMER
8151	Additional Ambient Music Composer	additional ambient music composer	COMPOSER
4129	Additional Ambient Tracks	additional ambient tracks	PERFORMER
7301	Additional Apprehension Engine	additional apprehension engine	PERFORMER
117	Additional Arrangement	additional arrangement	PERFORMER
9257	Additional Arrangement Advisor	additional arrangement advisor	PERFORMER
10156	Additional Arrangement Support	additional arrangement support	PERFORMER
1820	Additional Art	additional art	PERFORMER
5982	Additional Artist	additional artist	PERFORMER
4501	Additional Artistic Production	additional artistic production	PERFORMER
6778	Additional Assistance	additional assistance	PERFORMER
10219	Additional Assistant Engineer	additional assistant engineer	PERFORMER
9106	Additional Audio Consultant	additional audio consultant	PERFORMER
7935	Additional Audio Post-Production	additional audio post-production	PERFORMER
9350	Additional Audio/Visual Production	additional audio/visual production	PERFORMER
9360	Additional Backing Arranger	additional backing arranger	ARRANGER
7606	Additional Backing Chorus	additional backing chorus	PERFORMER
1049	Additional Backing Vocal Arranger	additional backing vocal arranger	ARRANGER
1048	Additional Backing Vocals	additional backing vocals	VOCALIST
9221	Additional Baritone Saxophone	additional baritone saxophone	PERFORMER
3734	Additional Bass	additional bass	PERFORMER
7179	Additional Bass Guitar	additional bass guitar	PERFORMER
4915	Additional Bass Solo	additional bass solo	PERFORMER
9394	Additional BGM Composer	additional bgm composer	COMPOSER
6812	Additional Body Percussion	additional body percussion	PERFORMER
3541	Additional Brass	additional brass	PERFORMER
4803	Additional Brass Arranger	additional brass arranger	ARRANGER
8145	Additional Brazilian Portuguese Voice	additional brazilian portuguese voice	VOCALIST
2789	Additional Bright Noises	additional bright noises	PERFORMER
8349	Additional Cast	additional cast	PERFORMER
10014	Additional Casting	additional casting	PERFORMER
3581	Additional Cello	additional cello	PERFORMER
4347	Additional Cello Recording Engineer	additional cello recording engineer	PERFORMER
7425	Additional Choir	additional choir	PERFORMER
6889	Additional Choir Arranger	additional choir arranger	ARRANGER
8157	Additional Choir Mixing Engineer	additional choir mixing engineer	PERFORMER
8155	Additional Choir Recording Editor	additional choir recording editor	PERFORMER
9296	Additional Choir Recording Studio	additional choir recording studio	PERFORMER
9033	Additional Choir Sequencing	additional choir sequencing	PERFORMER
2258	Additional Chorus	additional chorus	PERFORMER
2187	Additional Chorus Arranger	additional chorus arranger	ARRANGER
6883	Additional Chorus Recording Engineer	additional chorus recording engineer	PERFORMER
5908	Additional Cinematic Composer	additional cinematic composer	COMPOSER
6649	Additional Cinematic Foley	additional cinematic foley	PERFORMER
8197	Additional Cinematic Sound	additional cinematic sound	PERFORMER
6650	Additional Cinematic Sound Design	additional cinematic sound design	PERFORMER
8163	Additional Cinematic Sound Editor	additional cinematic sound editor	PERFORMER
8198	Additional Cinematic Sound Mixing Engineer	additional cinematic sound mixing engineer	PERFORMER
6663	Additional Cinematic Sound Post-Production	additional cinematic sound post-production	PERFORMER
6648	Additional Cinematic Sound Production	additional cinematic sound production	PERFORMER
7665	Additional Clapping	additional clapping	PERFORMER
9461	Additional Collage	additional collage	PERFORMER
137	Additional Composition	additional composition	COMPOSER
4417	Additional Computer Programming	additional computer programming	PERFORMER
1872	Additional Conductor	additional conductor	CONDUCTOR
5695	Additional Consultant	additional consultant	PERFORMER
9403	Additional Contractor	additional contractor	PERFORMER
6630	Additional Contributions	additional contributions	PERFORMER
3196	Additional Coordinator	additional coordinator	PERFORMER
6934	Additional Copyist	additional copyist	PERFORMER
5990	Additional Cover Art	additional cover art	PERFORMER
10079	Additional Creature Sound Designer	additional creature sound designer	PERFORMER
6185	Additional Creature Sound Implementation	additional creature sound implementation	PERFORMER
6046	Additional Cues	additional cues	PERFORMER
8473	Additional Cutscene Multi Audio	additional cutscene multi audio	PERFORMER
4626	Additional Cutscene Sound Designer	additional cutscene sound designer	PERFORMER
3535	Additional Cutscene Sound Effects	additional cutscene sound effects	PERFORMER
6416	Additional Cymbal	additional cymbal	PERFORMER
823	Additional Designer	additional designer	PERFORMER
9485	Additional Digital Designer	additional digital designer	PERFORMER
8697	Additional Direction Support	additional direction support	PERFORMER
4987	Additional Director	additional director	PERFORMER
2898	Additional Disc Jockey	additional disc jockey	PERFORMER
2345	Additional Drum Programmer	additional drum programmer	PERFORMER
3252	Additional Drums	additional drums	PERFORMER
6837	Additional Editing Studio	additional editing studio	PERFORMER
4898	Additional Editor	additional editor	PERFORMER
3823	Additional Effects	additional effects	PERFORMER
7352	Additional Electric Bass	additional electric bass	PERFORMER
3666	Additional Electric Guitar	additional electric guitar	PERFORMER
9460	Additional Electric Piano Arranger	additional electric piano arranger	ARRANGER
6585	Additional Electronic Drum Programmer	additional electronic drum programmer	PERFORMER
2975	Additional Electronic Instruments	additional electronic instruments	PERFORMER
9709	Additional Engine Sound Recording Engineer	additional engine sound recording engineer	PERFORMER
317	Additional Engineer	additional engineer	PERFORMER
7617	Additional Engineering Studio	additional engineering studio	PERFORMER
6855	Additional English Lyrics	additional english lyrics	LYRICIST
8146	Additional English Voice	additional english voice	VOCALIST
10071	Additional Enviromental Music	additional enviromental music	PERFORMER
9921	Additional Ethnic Winds	additional ethnic winds	PERFORMER
10431	Additional Featured Guitar	additional featured guitar	PERFORMER
3713	Additional Featured Vocalist	additional featured vocalist	VOCALIST
9016	Additional Field Recordist	additional field recordist	PERFORMER
4156	Additional Flute	additional flute	PERFORMER
5999	Additional Foley	additional foley	PERFORMER
10160	Additional Foley Assistant	additional foley assistant	PERFORMER
6008	Additional Foley Editor	additional foley editor	PERFORMER
9811	Additional Folk Music Composer	additional folk music composer	COMPOSER
9812	Additional Folk Music Performer	additional folk music performer	PERFORMER
9813	Additional Folk Music Recording Engineer	additional folk music recording engineer	PERFORMER
6352	Additional French Horn	additional french horn	PERFORMER
10380	Additional Game Sound Effects	additional game sound effects	PERFORMER
8348	Additional Grand Piano	additional grand piano	PERFORMER
7572	Additional Graphic Art	additional graphic art	PERFORMER
7478	Additional Guidance	additional guidance	PERFORMER
583	Additional Guitar	additional guitar	PERFORMER
3733	Additional Guitar Arranger	additional guitar arranger	ARRANGER
6011	Additional Guitar Recording Engineer	additional guitar recording engineer	PERFORMER
6012	Additional Guitar Recording Studio	additional guitar recording studio	PERFORMER
6774	Additional Guitar Sound Designer	additional guitar sound designer	PERFORMER
8347	Additional Harmonica	additional harmonica	PERFORMER
8478	Additional Harmony	additional harmony	PERFORMER
7357	Additional Harp	additional harp	PERFORMER
4343	Additional Help	additional help	PERFORMER
8650	Additional Hi-hat	additional hi-hat	PERFORMER
3030	Additional Horn Arranger	additional horn arranger	ARRANGER
4136	Additional Horn Section	additional horn section	PERFORMER
2065	Additional Illustrator	additional illustrator	PERFORMER
9495	Additional Instrument Programmer	additional instrument programmer	PERFORMER
1188	Additional Instrumentation	additional instrumentation	PERFORMER
3276	Additional Instruments	additional instruments	PERFORMER
5264	Additional Instruments Recording Engineer	additional instruments recording engineer	PERFORMER
5265	Additional Instruments Recording Studio	additional instruments recording studio	PERFORMER
10082	Additional Integration	additional integration	PERFORMER
1815	Additional Jacket Illustrator	additional jacket illustrator	PERFORMER
9832	Additional Jingles	additional jingles	PERFORMER
945	Additional Keyboard	additional keyboard	PERFORMER
4004	Additional Keyboard Programmer	additional keyboard programmer	PERFORMER
556	Additional Keyboard Solo	additional keyboard solo	PERFORMER
5568	Additional Latin Percussion	additional latin percussion	PERFORMER
5723	Additional Layout	additional layout	PERFORMER
9957	Additional Lead Guitar	additional lead guitar	PERFORMER
4627	Additional Lead Sound Designer	additional lead sound designer	PERFORMER
9958	Additional Lead Synthesizer	additional lead synthesizer	PERFORMER
6785	Additional Lead Vocals	additional lead vocals	VOCALIST
3174	Additional Librarian	additional librarian	PERFORMER
4211	Additional Live Drums	additional live drums	PERFORMER
3520	Additional Live Performance	additional live performance	PERFORMER
6775	Additional Live Recording Engineer	additional live recording engineer	PERFORMER
8850	Additional Live Session Producer	additional live session producer	PERFORMER
9118	Additional Live2D	additional live2d	PERFORMER
1575	Additional Logo Design	additional logo design	PERFORMER
9683	Additional Loops	additional loops	PERFORMER
1512	Additional Lyrics	additional lyrics	LYRICIST
7864	Additional Lyrics Consultant	additional lyrics consultant	PERFORMER
8424	Additional Lyrics Translation	additional lyrics translation	PERFORMER
3793	Additional Manipulation	additional manipulation	PERFORMER
4025	Additional Mastering Engineer	additional mastering engineer	PERFORMER
4236	Additional Melody Composer	additional melody composer	COMPOSER
3687	Additional MIDI Orchestration	additional midi orchestration	PERFORMER
3440	Additional MIDI Programmer	additional midi programmer	PERFORMER
992	Additional Mixing Engineer	additional mixing engineer	PERFORMER
3159	Additional Mixing Studio	additional mixing studio	PERFORMER
6038	Additional Multiplayer Music	additional multiplayer music	PERFORMER
136	Additional Music	additional music	PERFORMER
7621	Additional Music Contractor	additional music contractor	PERFORMER
2580	Additional Music Designer	additional music designer	PERFORMER
6944	Additional Music Director	additional music director	PERFORMER
3054	Additional Music Editor	additional music editor	PERFORMER
10342	Additional Music Equipment	additional music equipment	PERFORMER
8290	Additional Music Implementation	additional music implementation	PERFORMER
6664	Additional Music Integration	additional music integration	PERFORMER
5888	Additional Music Performer	additional music performer	PERFORMER
2126	Additional Music Preparation	additional music preparation	PERFORMER
10081	Additional Music Producer	additional music producer	PERFORMER
478	Additional Music Production	additional music production	PERFORMER
1326	Additional Music Production Support	additional music production support	PERFORMER
570	Additional Music Programming	additional music programming	PERFORMER
6821	Additional Music Recording Engineer	additional music recording engineer	PERFORMER
5887	Additional Music Recording Studio	additional music recording studio	PERFORMER
8276	Additional Music Scripter	additional music scripter	PERFORMER
4968	Additional Music Supervisor	additional music supervisor	PERFORMER
10120	Additional Music Support	additional music support	PERFORMER
9863	Additional Music Synthesizer Programming	additional music synthesizer programming	PERFORMER
3628	Additional Musical Sound Design	additional musical sound design	PERFORMER
302	Additional Musician	additional musician	PERFORMER
9576	Additional Musician Contractor	additional musician contractor	PERFORMER
5896	Additional Oboe	additional oboe	PERFORMER
9682	Additional Opera Singer	additional opera singer	PERFORMER
1376	Additional Orchestra	additional orchestra	PERFORMER
4137	Additional Orchestra Arranger	additional orchestra arranger	ARRANGER
10207	Additional Orchestra Contractor	additional orchestra contractor	PERFORMER
8154	Additional Orchestra Editor	additional orchestra editor	PERFORMER
8156	Additional Orchestra Mixing Engineer	additional orchestra mixing engineer	PERFORMER
4204	Additional Orchestra Recording Engineer	additional orchestra recording engineer	PERFORMER
1794	Additional Orchestral Music Writer	additional orchestral music writer	PERFORMER
135	Additional Orchestration	additional orchestration	PERFORMER
9744	Additional Organ	additional organ	PERFORMER
4751	Additional Original Music	additional original music	PERFORMER
8521	Additional Oud Arranger	additional oud arranger	ARRANGER
3175	Additional Overdub Engineer	additional overdub engineer	PERFORMER
9568	Additional Overdub Producer	additional overdub producer	PERFORMER
6240	Additional Package Designer	additional package designer	PERFORMER
1847	Additional Percussion	additional percussion	PERFORMER
8851	Additional Percussion Arranger	additional percussion arranger	ARRANGER
9256	Additional Percussion Programming	additional percussion programming	PERFORMER
4850	Additional Percussion Recording Engineer	additional percussion recording engineer	PERFORMER
4851	Additional Percussion Recording Studio	additional percussion recording studio	PERFORMER
4515	Additional Percussion Sampler	additional percussion sampler	PERFORMER
2090	Additional Performer	additional performer	PERFORMER
7735	Additional Photographer	additional photographer	PERFORMER
1889	Additional Piano	additional piano	PERFORMER
5768	Additional Piano Recording Engineer	additional piano recording engineer	PERFORMER
5769	Additional Piano Recording Studio	additional piano recording studio	PERFORMER
5230	Additional Poetry	additional poetry	PERFORMER
9231	Additional Post-Production	additional post-production	PERFORMER
10078	Additional Post-Production Sound	additional post-production sound	PERFORMER
7458	Additional Preparer	additional preparer	PERFORMER
6668	Additional Pro Tools	additional pro tools	PERFORMER
6028	Additional Pro Tools Editor	additional pro tools editor	PERFORMER
7902	Additional Pro Tools Operator	additional pro tools operator	PERFORMER
10150	Additional Pro Tools Recording Engineer	additional pro tools recording engineer	PERFORMER
944	Additional Production	additional production	PERFORMER
6492	Additional Production Arranger	additional production arranger	ARRANGER
6922	Additional Production Services	additional production services	PERFORMER
134	Additional Programming	additional programming	PERFORMER
6825	Additional Project Manager	additional project manager	PERFORMER
4494	Additional Promoter	additional promoter	PERFORMER
8807	Additional Props Recording Engineer	additional props recording engineer	PERFORMER
4599	Additional Pump Organ	additional pump organ	PERFORMER
7080	Additional Rap Lyricist	additional rap lyricist	LYRICIST
8868	Additional Rapper	additional rapper	PERFORMER
8621	Additional Re-recording Mixer	additional re-recording mixer	PERFORMER
3702	Additional Record Scratching	additional record scratching	PERFORMER
318	Additional Recording Director	additional recording director	PERFORMER
1153	Additional Recording Engineer	additional recording engineer	PERFORMER
5692	Additional Recording Services	additional recording services	PERFORMER
674	Additional Recording Studio	additional recording studio	PERFORMER
9674	Additional Remix Engineer	additional remix engineer	PERFORMER
2052	Additional Remix Programming	additional remix programming	PERFORMER
7186	Additional Remixer	additional remixer	REMIXER
8537	Additional Researcher	additional researcher	PERFORMER
2951	Additional Restoration	additional restoration	PERFORMER
7846	Additional Reverb Designer	additional reverb designer	PERFORMER
7366	Additional Rhodes Piano	additional rhodes piano	PERFORMER
4474	Additional Rhythm	additional rhythm	PERFORMER
4138	Additional Rhythm Arrangement	additional rhythm arrangement	PERFORMER
9676	Additional Rhythm Guitar	additional rhythm guitar	PERFORMER
3862	Additional Rhythm Loop	additional rhythm loop	PERFORMER
3202	Additional Rhythm Programming	additional rhythm programming	PERFORMER
2057	Additional Sampler	additional sampler	PERFORMER
2881	Additional Saxophone	additional saxophone	PERFORMER
420	Additional Score	additional score	PERFORMER
5282	Additional Score Arrangement	additional score arrangement	PERFORMER
8194	Additional Score Composer	additional score composer	COMPOSER
3056	Additional Score Consultant	additional score consultant	PERFORMER
3448	Additional Score Mixing Engineer	additional score mixing engineer	PERFORMER
9509	Additional Score Mixing Studio	additional score mixing studio	PERFORMER
1511	Additional Score Preparation	additional score preparation	PERFORMER
1845	Additional Score Production	additional score production	PERFORMER
3026	Additional Score Recording Engineer	additional score recording engineer	PERFORMER
8696	Additional Score Recording Studio	additional score recording studio	PERFORMER
8691	Additional Score Recordist	additional score recordist	PERFORMER
7825	Additional Scoring Services Provider	additional scoring services provider	PERFORMER
4606	Additional Sequencing	additional sequencing	PERFORMER
8692	Additional Session Librarian	additional session librarian	PERFORMER
9370	Additional Shakuhachi	additional shakuhachi	PERFORMER
9293	Additional Single Player Music	additional single player music	PERFORMER
3668	Additional Snare Drum	additional snare drum	PERFORMER
5445	Additional Snare Drum Sampler	additional snare drum sampler	PERFORMER
7353	Additional Solo Cello	additional solo cello	PERFORMER
6653	Additional Solo Flute	additional solo flute	PERFORMER
9784	Additional Solo Piano	additional solo piano	PERFORMER
5878	Additional Solo Strings	additional solo strings	PERFORMER
7332	Additional Solo Violin	additional solo violin	PERFORMER
3493	Additional Solo Winds	additional solo winds	PERFORMER
6711	Additional Soloist	additional soloist	PERFORMER
6045	Additional Song Composer	additional song composer	COMPOSER
9550	Additional Song Mixing Engineer	additional song mixing engineer	PERFORMER
9551	Additional Song Mixing Studio	additional song mixing studio	PERFORMER
9837	Additional Song Production	additional song production	PERFORMER
9549	Additional Song Recording Engineer	additional song recording engineer	PERFORMER
9552	Additional Song Recording Studio	additional song recording studio	PERFORMER
7351	Additional Songwriter	additional songwriter	PERFORMER
659	Additional Sound	additional sound	PERFORMER
6315	Additional Sound Artist	additional sound artist	PERFORMER
216	Additional Sound Designer	additional sound designer	PERFORMER
6123	Additional Sound Director	additional sound director	PERFORMER
6248	Additional Sound Driver	additional sound driver	PERFORMER
1223	Additional Sound Editor	additional sound editor	PERFORMER
3536	Additional Sound Effects	additional sound effects	PERFORMER
10461	Additional Sound Effects Conversion	additional sound effects conversion	PERFORMER
6303	Additional Sound Effects Editor	additional sound effects editor	PERFORMER
7907	Additional Sound Effects Production	additional sound effects production	PERFORMER
6089	Additional Sound Effects Support	additional sound effects support	PERFORMER
